order_item_id,order_id,product_id,quantity,unit_price
129236,6477875,12019,5,342.77
129425,6194526,19415,5,122.46
129973,6791260,8869,4,385.99
130826,6459805,19980,4,176.1
132013,1394877,17830,1,338.28
135369,69848,140,2,92.45
137312,11844,5258,1,13.49
139736,6723239,3111,3,477.75
140657,4587213,17056,2,188.26
141769,4838956,1924,5,422.4
142075,492583,19800,5,305.69
142659,439622,2525,5,280.75
144135,6306155,15012,2,39.84
144362,3301000,19111,4,10.33
144648,2372264,19409,3,276.77
145632,7866869,5667,5,216.37
147585,1063444,3215,2,260.22
148277,5346371,16055,5,428.7
148289,7818896,1671,5,481.46
151565,5552343,10460,5,143.86
152186,587886,944,1,32.63
152333,7210952,14036,5,477.85
152388,6182433,3183,4,363.41
153811,4592495,2896,5,234.6
155184,1705016,6349,5,34.79
156500,369206,13862,4,104.62
157807,4193444,19411,3,140.22
163195,7956953,4597,2,205.63
163672,2608686,10476,4,400.68
164366,2370782,12546,1,75.78
164782,4880892,18625,2,66.21
166198,3197305,8625,1,48.93
168343,3820578,5960,1,16.42
168712,7581661,643,4,115.39
170564,7632458,14908,5,205.7
174065,6141631,5339,3,145.42
175216,2240669,17337,3,481.07
176453,7097143,6772,1,276.25
177674,157551,3792,2,306.55
180252,4787742,13430,3,374.7
183369,7621207,8837,3,499.58
183958,7983102,18254,3,446.54
184676,6682544,18269,2,381.07
189150,2398088,13402,4,91.05
189290,7848236,11109,5,180.71
191708,4699205,19889,4,184.92
193412,4138142,3756,1,46.34
197630,7671167,3700,1,470.69
198567,1485566,1864,2,394.78
199531,1733702,1407,4,391.7
202838,5903290,18868,1,223.88
202900,5859414,11812,5,65.57
204275,6094719,9847,2,328.48
210647,3827481,17657,2,119.13
211808,1589934,8672,1,343.18
211877,7143400,7238,2,72.42
211938,6145531,8984,2,431.79
214000,7692924,710,2,379.84
215741,5032233,13233,3,225.46
216577,6116264,1841,4,486.86
217004,7254365,918,1,397.76
217416,5636399,9060,1,95.36
218119,4413941,12516,5,333.42
219976,2923922,4901,1,241.3
222241,2352375,12293,3,108.97
226363,6451876,16014,1,429.32
229486,5505593,5891,4,84.54
230857,6819198,15782,5,449.3
233450,2800683,8030,2,113.85
234835,5668183,382,1,63.21
236507,4405963,9251,3,63.98
236581,2443275,7036,3,182.14
239499,6109542,18965,2,269.81
239578,6656804,11775,5,366.38
240462,6888725,14764,5,110.37
244174,7853576,19958,3,143.29
247293,3301000,11003,4,479.02
247500,6241525,9121,2,456.27
249374,3748995,16886,1,415.01
249590,7385688,16613,2,397.93
250375,4077067,644,1,59.38
250438,5641091,13785,3,188.55
251689,7332055,7126,1,250.3
254965,3139416,9803,3,366.83
258235,1702692,1919,2,489.36
258482,7039602,9966,2,177.18
258705,6636366,14580,3,427.66
259212,4016069,8794,4,159.3
259916,5188760,8686,1,298.2
260087,4165250,9964,1,169.36
262592,530325,11501,4,270.6
265595,2469758,17285,4,470.7
267038,2444275,11854,2,439.58
267803,2631895,9430,3,485.33
269618,7431004,17218,5,365.18
269784,157551,769,5,357.11
271189,5617042,19179,2,16.11
274577,1176969,3031,3,195.71
276024,5610286,18264,1,415.61
278432,2910226,8583,3,301.23
278518,6862095,316,4,293.07
278736,3595619,17677,1,232.91
280019,6597812,14052,3,91.89
282967,3699783,8903,2,77.91
285058,4365305,17579,2,237.6
286746,4740110,2171,5,175.25
289735,265502,3923,3,245.81
293781,1325911,15094,4,201.53
294840,5268390,1847,3,21.93
294887,5764033,3366,3,463.08
295909,4378563,4804,3,63.23
296600,1850632,2314,2,319.23
298163,1885834,19268,1,422.29
302765,7997439,4013,2,6.8
306538,2263565,15574,4,169.45
311713,1507182,12539,3,498.68
313908,1228182,16375,3,45.6
314977,4671258,1025,1,295.66
315142,1864657,19212,4,187.67
315611,2476431,15607,1,347.15
316185,3523945,3122,5,445.32
318929,5220192,12857,3,238.86
319268,5668469,15800,5,468.62
320921,4536379,5765,5,162.44
323592,1152653,14357,5,240.12
323633,1656707,4892,1,442.67
325147,4916436,10064,5,475.51
328454,1143938,11039,2,147.39
328652,4373970,6409,5,59.09
329958,614152,4473,1,253.02
332404,1405352,2909,3,288.87
334406,879157,10825,1,97.29
336577,1696537,5284,2,244.79
337923,4797109,19047,2,245.62
339584,2732640,427,3,192.46
340026,7614717,17662,3,38.46
341438,5725041,18312,1,234.15
342520,4895280,18717,4,53.59
342870,2814946,5939,1,206.93
343859,7524060,4048,5,319.02
344907,2503178,16999,3,288.8
347031,7292653,12684,3,83.97
347164,2191474,5020,3,32.82
348499,4765802,10388,1,174.16
348601,2749124,18019,1,62.35
351089,6549910,5825,1,442.23
351396,7087262,3524,5,319.43
352513,2332884,4690,1,164.35
359315,2631895,9615,2,434.25
359673,1851619,8752,4,291.33
361543,778804,2239,5,485.31
369237,5703884,19319,1,199.25
370684,235223,9206,5,293.48
372116,1071881,6997,5,294.56
372536,7148119,11742,5,169.6
375225,4143911,4262,4,204.35
377685,7440185,13944,5,154.84
378535,3102092,19686,5,382.18
379874,2160192,13908,2,173.82
380456,1105491,2903,1,290.83
384302,6690626,2656,3,328.52
387101,3479077,11140,1,182.49
390087,349824,10507,4,358.6
391152,4796924,12631,1,442.87
396570,6466348,17274,1,61.67
397424,7778991,14930,3,450.09
400840,471087,4019,5,263.58
401780,6354585,14319,5,421.92
404632,7953413,14721,2,14.29
405670,1736571,11866,5,57.39
406616,2449918,384,1,18.22
406672,2170701,13472,1,482.27
409503,3287675,18223,1,57.69
410158,129977,8647,3,495.67
410965,7503135,18130,1,11.2
411310,1043860,19853,2,219.06
411751,3548440,4197,5,380.66
413309,4495359,3285,1,355.38
414537,7424247,3968,1,379.87
419615,3314896,19574,3,18.85
419846,6868417,7877,3,291.12
420924,7888758,4972,2,303.11
421555,2763709,6187,3,372.64
422770,3073797,7557,1,160.83
422800,7260625,4547,2,227.12
433150,6896488,7872,1,254.47
434272,1436087,15315,4,26.08
435450,3399739,3640,4,219.4
435670,5775442,18299,5,383.87
436426,7394103,10429,2,35.12
436995,5006433,16779,5,340.98
438089,6761354,5743,3,479.03
439449,7108452,16590,3,145.17
442144,678653,16989,3,225.76
450795,7824617,5830,5,193.43
451286,4916908,35,1,320.73
453905,2478876,6175,1,490.88
455261,4935400,18513,1,65.84
457274,7851203,562,1,443.63
458195,5811118,13690,5,114.33
460064,5180266,6987,4,326.51
460217,4916436,2058,1,64.37
467658,5726510,1934,3,45.5
468705,4008057,5934,3,463.24
472537,2041422,15099,4,428.69
472696,1933052,949,2,10.04
473032,568165,15756,3,16.45
480213,2637526,13911,5,234.28
480260,6495155,14687,3,76.01
481637,591791,5547,1,119.69
483451,5529030,12803,1,445.12
483763,4616452,9115,1,134.16
484674,2444275,7213,3,425.81
485563,6571019,9096,4,233.54
486535,5814864,10639,2,340.17
488401,3384955,645,3,470.83
489370,4043711,2964,3,138.31
489480,2485903,8081,1,157.61
491786,5341552,15016,5,18.02
492113,4747254,2687,2,113.94
494072,5205345,19326,3,203.24
495955,2923922,8460,4,270.75
497677,428405,3729,4,206.19
498555,6239982,10214,2,260.39
501148,7145558,18955,5,376.61
501372,352953,17258,3,63.66
502931,3856180,16214,1,112.7
504163,4261,17214,4,450.03
505424,322220,2639,4,82.49
507744,4139424,7797,1,358.97
507772,7229888,6034,2,102.65
509702,3257061,8595,1,348.53
509774,618408,17858,1,345.34
510276,3189465,4842,2,369.5
510646,5768836,2512,5,195.62
511242,5050750,652,2,27.53
512925,2147570,15736,3,49.55
513627,6503775,14781,1,244.06
514455,7841065,15953,3,495.41
515502,2665574,18414,3,480.02
517723,3099731,71,1,34.35
518245,2527653,3603,1,100.86
521924,6617466,19879,5,59.76
524619,1413904,16601,2,121.98
525288,4704297,1938,2,485.16
527675,3247180,15488,1,445.16
528124,6972660,7662,1,387.92
528196,4919028,7500,4,208.84
528774,4462382,9934,1,254.39
530766,2660877,13260,5,426.17
539144,5937788,12496,5,8.01
540602,4718820,7792,3,45.32
541233,5979270,10544,1,491.7
544920,5402291,11645,4,122.21
545196,6733971,18244,1,288.71
546057,4183467,16002,4,488.91
546155,4146827,13596,1,194.18
547523,5636804,329,1,134.06
552748,3159175,19743,2,397.59
553197,7026625,14553,5,405.05
558614,4852715,1222,3,350.79
559896,1961927,16790,4,238.71
561251,5730778,10688,1,340.09
562027,6821160,19716,2,302.26
563480,6959923,7170,2,210.66
567403,6035649,12037,1,86.3
569841,1127097,17293,4,247.85
571244,2409341,11387,5,364.87
573202,4135665,12024,2,484.74
573806,4682254,10211,2,165.65
575377,1119227,18255,2,247.27
577331,4046657,13749,3,310.74
577999,859562,3922,4,461.47
578323,158351,7263,3,432.96
578619,7711126,2127,4,272.09
582558,6984053,7400,4,294.29
586263,3129852,16200,3,479.33
587760,428405,18757,4,370.77
588655,2598285,4298,1,458.24
589293,6516376,2832,4,482.14
591614,318371,10664,2,362.25
595902,5741008,17790,2,340.77
596185,336123,17966,5,350.85
596275,5273606,19145,1,87.41
597625,2449918,4260,2,490.01
597935,77359,7950,2,60.97
599244,3259660,6121,5,490.11
602122,3479775,9949,3,414.83
602748,1952617,3727,1,261.05
606402,5372465,17024,4,309.51
607299,7279903,12447,5,60.13
607384,1167311,7347,2,57.8
608384,3687502,5050,2,160.34
609020,2227448,13575,3,176.2
609348,6739735,6132,2,84.75
610110,1504337,16976,1,414.59
612256,4157885,18870,4,38.97
613364,4295142,14565,1,84.24
613684,6285613,19215,4,379.93
616678,7575001,19083,2,350.04
616802,6784754,6607,1,78.98
616839,1299442,5966,4,497.17
618926,1010686,12425,4,83.5
619765,5093661,16975,3,88.64
622947,7949884,2897,3,428.32
625396,7002890,10219,3,307.85
625728,5429972,6772,5,276.25
626062,2208649,4404,4,272.54
628255,535304,1445,3,246.49
628346,3162482,14490,1,486.31
629000,984524,15115,3,244.73
629753,5731273,7693,4,124.1
630436,6066487,3634,3,496.78
631190,750015,2332,1,449.2
632499,7990245,18790,1,495.37
637491,3318745,471,3,201.83
638492,4353946,11092,3,479.0
640739,2188346,10886,5,455.17
641269,3881710,8470,2,295.37
641963,3313618,7678,5,154.98
643369,7245608,8867,1,277.65
644195,5372465,5813,2,444.7
648947,7057269,273,5,226.46
649253,6801403,13922,4,231.28
649923,541784,6255,4,241.59
653099,4220545,11782,5,10.3
654379,25377,12849,4,169.4
656000,6642239,16381,2,70.18
659508,6464224,5786,2,187.33
662747,79898,9476,2,149.15
663229,6555694,114,2,299.21
664358,5830142,10892,5,344.12
668096,7003594,13048,2,21.12
668486,6838279,14733,3,186.96
669201,5750864,366,2,280.49
672246,5751468,16217,2,215.73
672614,7962106,12239,4,83.72
675186,739881,1163,2,152.08
678737,6887221,4531,5,396.11
679050,4616245,9332,5,399.89
680277,6451876,7047,4,170.3
680854,5749748,10560,3,126.42
681213,1342452,11118,1,385.73
681768,4348008,16217,1,215.73
683111,1349573,19209,1,285.64
684681,3642397,7745,2,276.47
685124,5046626,19703,1,490.16
685956,4851323,15924,4,429.68
686407,2460081,8679,3,178.25
687630,1631406,639,5,403.24
688432,5921879,14547,5,19.86
690511,73599,13969,2,27.95
691092,6012069,10450,1,494.04
691332,1431655,17630,4,238.39
691548,7632690,4601,5,298.45
692795,430353,11998,2,330.25
693483,7404288,11479,4,356.54
693964,7660109,1787,5,376.11
698153,1150939,17562,3,398.2
698454,3585385,11411,4,499.69
700419,7692924,3240,4,499.57
701845,83596,4319,1,225.36
702587,7813619,16431,3,177.9
704763,5507951,12307,3,248.87
707316,909216,14418,5,353.47
708013,6733466,15947,1,341.4
717287,5574938,18805,4,254.0
717423,5167151,8780,5,23.48
721693,4681812,2719,4,292.63
722412,291623,19585,4,187.27
723309,6058466,15575,1,70.74
730227,3756945,14042,1,338.65
731931,3316502,7699,2,125.74
736127,6882157,15760,3,308.4
738365,6811058,17028,5,495.6
738474,4796924,5110,4,127.17
739104,6872689,5170,3,203.67
741064,2931750,1467,5,133.5
741683,5762966,1411,1,194.99
747387,4454688,13131,4,407.88
748204,5741008,13498,2,39.63
749293,296417,6534,4,381.74
750549,1153438,8891,4,379.72
750814,500550,6307,1,260.91
754530,7968127,5152,5,393.77
762836,7784031,16814,5,218.38
768615,1947621,4117,3,394.7
768936,7905450,4375,1,53.45
770795,5819670,2855,4,269.94
778570,3230875,12949,5,401.34
779870,1702692,8650,1,348.25
782847,7948726,2605,2,453.54
784816,6247981,12577,5,308.85
785233,4249748,8680,3,364.95
786915,2377655,16855,4,376.64
788329,6593281,10652,3,194.47
791341,7500260,18802,2,91.48
792565,854622,18144,5,261.5
792638,4861599,5927,5,207.69
792738,3256604,12332,3,483.98
793689,843596,3156,1,27.34
794978,7097143,19408,3,34.89
795367,7851203,2962,5,76.94
797934,3351502,8690,2,299.86
798189,2458645,1111,1,435.65
799244,2435377,6449,2,203.97
803295,3648355,7322,4,181.35
803414,4401758,15401,5,190.68
806386,38604,9605,2,197.59
809693,165813,5599,1,133.04
810357,2870514,13991,2,45.09
816885,3241037,5829,4,88.62
817252,6896188,6089,3,150.56
820600,4181950,8564,2,333.03
821401,2831978,15213,2,427.17
824732,6363869,11783,3,329.09
827448,6810921,7440,2,152.03
830151,4857447,5326,3,10.84
830160,5994779,16763,5,418.09
830631,7711126,15874,3,82.42
832043,5710994,11857,2,401.9
834214,5790085,2986,1,409.31
836415,4395236,20000,3,345.21
837899,696191,18644,3,389.16
837924,4586401,16781,5,373.23
838445,4055082,12256,4,345.17
839584,4729719,19492,2,466.35
839686,3100353,11060,1,311.13
839777,2476159,10722,1,294.52
839968,7534343,6529,2,96.1
842020,4118339,4690,5,164.35
842703,7894220,4430,4,430.86
845335,2450636,17804,3,55.9
848631,3736614,1010,5,79.45
849069,3370640,17135,3,278.58
849164,2608686,1763,3,481.03
850192,3810093,18393,5,481.67
850322,5220192,12493,4,26.42
851450,7395777,8436,4,297.79
854963,4926417,10434,1,53.09
855782,1010686,16186,3,326.83
857194,6525813,8611,4,105.97
857610,6490049,17848,2,356.03
862191,164273,10290,1,37.04
863902,5642229,19512,4,342.19
864444,5570147,12813,2,267.56
865829,7350446,19620,2,461.49
866099,7201743,689,1,93.99
867310,6096467,16537,2,111.59
868141,3274553,5991,2,188.59
869795,2763709,4542,1,381.62
869956,772496,18857,4,100.15
872841,6234413,14359,4,312.72
873873,3258922,2851,5,231.3
874149,1119227,7514,3,193.17
874177,1481752,13202,1,393.0
874452,2805631,2038,3,57.32
877524,6364324,14926,2,278.65
877722,7020270,11563,5,145.41
879199,3315360,6508,1,176.83
880069,1572156,9030,1,124.85
881131,2469328,18309,1,282.02
882266,2661099,4652,5,91.27
883483,5887332,19600,4,174.52
887533,2211019,17053,5,448.07
889542,2300284,8259,2,400.34
891318,372178,1083,1,255.23
895347,2965922,3633,1,162.33
898789,4111013,7922,5,209.93
899685,2551304,5972,4,480.5
900011,39407,13061,4,251.99
901337,4482563,1725,3,328.16
902325,5970436,18773,3,54.81
903352,4065989,7465,1,479.87
906977,1985845,29,1,192.6
907894,5106746,17641,1,153.04
909356,646306,15015,3,175.19
914725,2885096,15418,5,179.0
916694,6270074,17215,1,220.36
919753,2808139,3704,4,27.01
922548,2267049,6161,2,94.57
925079,379154,3272,2,322.79
926098,4335711,21,4,49.2
929473,5323853,2257,2,216.4
929640,3348932,15273,3,475.47
930965,6364042,4763,5,418.83
931398,7879964,2447,2,492.6
932481,6497818,4007,1,171.27
932877,5754132,3592,1,233.63
933835,7619807,11822,2,117.94
933966,6981896,10510,1,340.9
935038,320453,10935,2,395.78
935975,3434053,16693,3,59.9
936850,1760458,17444,4,145.0
939285,7778384,19811,3,436.02
940051,3333716,17902,4,106.58
942156,151532,16995,4,224.55
942713,6282146,10679,4,369.24
946421,184248,7999,3,309.04
946965,7686587,19192,4,252.86
948152,2764177,9448,5,166.69
953592,4695825,15932,5,480.5
957700,98917,12942,4,396.99
961219,6617466,1534,4,35.28
962057,6602322,13637,1,474.48
963967,6467602,18375,2,198.77
963975,6758842,16676,3,74.61
967744,4726997,16115,1,140.62
969079,5579959,17891,2,96.7
969325,59995,2539,2,417.75
970303,3572093,5778,4,242.0
970694,4675299,17048,1,99.68
971190,7711126,4596,5,292.09
972715,2680427,10100,2,188.44
974385,4009710,3164,3,185.65
975381,3865323,6462,4,317.32
975946,7397940,5122,2,192.9
976321,3262892,610,1,462.35
982055,4183467,10302,2,236.68
983236,5979270,7540,4,203.8
984110,3908284,10883,5,446.18
984790,5219145,4329,1,402.21
984866,274811,3010,1,293.25
987307,6045013,13199,4,411.54
987818,7941123,10756,2,430.09
988314,4111013,19719,4,270.74
989534,2774263,19445,4,191.68
989628,827521,14142,1,460.32
991486,2058541,18750,1,166.71
998899,5731273,13384,2,285.9
999060,2044622,16857,4,86.93
1002670,318396,3820,2,242.68
1003325,3014852,18184,3,264.92
1003570,2729749,2785,2,168.12
1003918,11629,9937,2,18.32
1004137,4763239,16175,2,463.92
1008321,4206783,2195,5,322.64
1008341,6233746,5736,2,232.72
1010763,3642112,9141,3,362.92
1012744,6985529,5659,2,361.49
1014215,2654315,11773,3,459.09
1015273,324374,2990,3,9.7
1017229,7345070,10051,5,46.74
1017298,6738648,18748,3,407.86
1018499,3070633,15556,3,397.16
1020048,2394442,19178,4,157.27
1020694,3539386,19118,1,58.9
1021450,6598102,10541,3,419.61
1023787,935296,15958,2,78.6
1023868,1846168,11833,5,427.0
1027769,1220629,9428,1,28.01
1027782,7163400,19076,4,453.5
1032875,155743,483,1,180.53
1033368,4249748,14330,3,21.5
1035113,472864,19980,5,176.1
1035704,7451714,10998,4,151.06
1037470,91892,3750,3,375.17
1037690,5875137,9220,4,229.6
1040659,4243094,705,5,195.01
1042067,4265430,17094,4,155.94
1045839,2267049,796,1,395.58
1049001,5984146,13056,5,201.55
1050407,2741355,2874,1,477.08
1052556,7678363,12778,3,150.23
1052997,6515161,13479,2,461.95
1054143,2742121,10125,2,472.13
1057409,4562739,5482,2,59.53
1063462,2367086,10724,5,144.38
1066199,530325,4160,1,49.78
1067822,3547076,16633,5,126.8
1070674,968293,14139,2,241.65
1072677,5007706,617,4,424.63
1075251,3363755,9506,5,327.83
1075640,1233221,14131,1,71.89
1076396,5106791,17508,4,374.61
1076675,3679907,18431,5,411.06
1077107,3699783,7268,2,352.11
1079254,3870425,11056,1,23.46
1081900,6708430,8455,5,320.85
1083066,1119227,926,5,347.8
1086240,2444275,5980,1,8.45
1086798,6156135,16780,4,68.88
1090659,3893608,2094,4,461.15
1095741,20092,14259,5,389.26
1104983,16387,19740,4,195.21
1105824,7646935,10020,1,148.13
1106283,169923,14244,2,265.89
1111253,3584535,11894,5,24.94
1112352,5006433,18794,2,196.43
1112603,4826203,9359,4,36.35
1113736,6602322,13635,1,451.5
1115400,2683795,6235,5,304.88
1117790,5995227,11309,3,34.91
1127462,276617,14297,4,422.72
1128454,20839,7106,5,71.93
1128552,5177139,6729,3,274.94
1129598,304770,8085,1,171.37
1131923,7090072,2187,1,92.49
1132117,4022064,19239,1,327.2
1133435,6109428,17854,1,329.68
1133494,5805415,17557,4,455.44
1134494,2998600,12897,1,27.34
1135097,2020124,19608,4,329.27
1135692,5686945,8048,5,66.29
1136429,228234,5236,2,425.6
1136644,1147308,9657,5,353.6
1143149,3150293,7215,3,205.92
1143851,913476,10675,2,24.46
1144666,2945745,15942,5,120.93
1146167,1538103,13951,1,98.37
1146186,6441567,6346,1,107.27
1148728,6981896,15100,2,454.95
1150489,753528,14102,1,135.43
1150843,2084980,424,5,157.34
1150945,4206783,1202,5,434.47
1151076,2872477,14794,1,83.43
1152597,3510923,4977,3,428.48
1154512,2336430,11240,4,362.08
1156723,459956,10831,5,277.1
1162664,3191780,13504,5,131.83
1164166,7072498,12161,4,408.67
1164327,3804714,4281,4,178.8
1165619,1010753,2664,5,374.0
1166651,6621673,7779,4,411.46
1167246,2220587,14204,1,80.34
1168249,3756712,1647,2,462.19
1171115,7531800,3218,2,205.57
1172309,2993995,7919,1,353.08
1179185,3920843,12249,4,449.06
1179396,5008301,10966,3,476.84
1183663,7997439,6302,3,274.8
1184450,4606235,6386,3,13.48
1185030,7623986,15156,1,64.28
1185673,7436485,12899,1,236.52
1187109,305735,15721,1,484.86
1188675,5377133,7239,2,91.42
1189780,5827529,12143,5,312.12
1192025,5444801,9760,5,147.85
1193392,4803964,6712,4,132.54
1194574,1900051,12465,4,262.3
1195283,1625257,3046,4,456.02
1195432,5308137,19991,1,147.65
1196377,719644,13223,5,265.99
1200598,7613953,8,1,262.73
1201344,2469328,13506,5,249.22
1204426,4458759,17477,1,36.9
1206103,7912223,1344,5,165.23
1208058,682388,15446,2,213.93
1208786,5581204,9878,1,17.6
1209912,1729270,114,2,299.21
1213200,296450,5555,4,20.84
1219282,2631895,16969,2,201.72
1219731,7096708,18506,3,310.39
1221076,6282961,3369,2,275.72
1221757,6989978,510,3,181.91
1224964,4686892,16919,2,220.44
1226726,6361774,12465,3,262.3
1227961,3476424,19666,1,358.28
1232253,1082778,4599,1,225.01
1234087,4004230,12542,3,430.79
1235129,7683469,13715,1,459.56
1235620,3764010,8279,5,457.75
1235930,5996673,1231,3,392.01
1237777,1737566,2204,2,404.54
1237818,4801235,11000,1,174.39
1238545,1007739,15030,4,269.61
1239539,330149,8869,5,385.99
1240794,5226624,18748,1,407.86
1241720,6745970,5577,1,374.13
1244634,682388,7465,1,479.87
1246723,3209849,5021,5,328.52
1247480,2290013,13788,3,66.32
1249510,4101776,8774,1,139.85
1252307,6048310,17269,3,296.43
1252619,3842551,12991,1,399.17
1253732,4780713,8414,2,126.11
1254423,407481,3832,3,97.05
1254635,4067129,11726,3,247.55
1254674,3893484,19654,5,428.52
1254883,1579336,18169,1,403.97
1256449,275816,632,3,292.19
1259678,4746905,13434,4,370.01
1260741,6188622,5674,4,434.23
1263569,1304303,19871,1,441.59
1265059,4375901,1981,3,14.28
1265164,6023372,5619,2,86.9
1265496,545437,4201,3,153.89
1267970,6449010,55,4,234.79
1268997,545437,8185,2,337.65
1269295,4616704,12039,3,43.38
1270182,4194388,14355,2,302.04
1271214,6002353,7941,3,460.9
1271584,362590,14671,5,199.19
1275418,4310919,6578,2,318.98
1277779,936030,820,3,163.35
1278910,3854831,7216,5,63.39
1280591,2516756,6917,3,212.9
1283202,3960926,12520,3,385.86
1283574,1639782,2354,1,406.34
1283889,6871187,5879,4,459.46
1293406,2410649,10643,3,434.35
1293781,2198655,689,1,93.99
1295314,7464967,10344,3,457.85
1296917,4328071,10499,2,186.79
1300384,1722162,15440,2,300.57
1300488,7248740,4482,1,423.94
1301106,1959652,19780,5,169.39
1305034,5177774,12814,5,351.61
1305914,2090103,17738,5,21.26
1306864,6898195,19521,2,460.19
1308959,2486277,9864,2,19.39
1309615,5748415,4117,4,394.7
1316061,1384189,1602,2,94.26
1317518,4229936,11519,4,124.0
1318901,4845765,11004,1,125.48
1320616,39407,18377,3,300.57
1320918,1398714,1761,5,38.32
1323256,3613333,7211,1,394.05
1324074,4777211,3306,2,455.62
1325265,4244571,13602,4,304.52
1328549,3880631,18017,1,263.67
1329796,7091309,1347,2,41.29
1331628,2631904,4070,4,208.63
1331701,4547316,7675,1,441.81
1333304,4698890,10928,2,311.14
1333468,5500660,17613,1,61.91
1333703,5683956,18538,4,428.81
1334644,2154843,13316,5,263.39
1337187,3372005,17813,1,251.26
1339295,5218542,18632,4,202.65
1340282,2627811,3071,2,92.04
1343677,3990106,16368,4,86.41
1344176,1726612,6506,2,311.25
1349243,102401,6477,4,257.86
1354510,7542091,3035,1,357.27
1357879,5637727,16981,4,8.53
1358497,5883109,5577,5,374.13
1359355,333386,7455,1,269.17
1365293,407655,3573,5,183.02
1366750,7395777,13417,4,380.68
1366892,4124371,4368,4,342.05
1372617,3671005,12071,4,224.41
1374783,4907459,13115,3,122.99
1374856,1403318,2468,1,169.28
1377798,3077052,18062,2,360.52
1379320,2866886,2145,2,394.43
1381136,3791513,2622,5,29.68
1382205,2200397,11886,2,168.03
1383884,6044940,3052,1,107.25
1385693,5796288,10344,1,457.85
1387100,6273389,6016,3,275.56
1387317,2165567,11075,5,272.61
1388870,7855442,15787,3,108.27
1388971,4787742,1495,3,121.24
1389834,2859212,15487,1,56.27
1390068,7866869,2530,2,63.62
1390281,5081241,17191,2,301.63
1394882,3532075,17018,3,125.35
1397585,3122357,6713,1,411.51
1400397,3998748,18792,4,129.23
1400828,1119455,12590,1,252.68
1401169,4938438,7526,4,5.83
1406255,6569498,9523,4,195.56
1408487,4642490,5107,2,74.46
1408675,6182762,119,5,469.78
1408831,5927313,13328,1,416.23
1410757,7325462,3317,1,62.19
1410859,3959317,16139,4,404.97
1414457,5339694,10257,4,294.03
1416062,5882774,9284,1,395.2
1416912,7185238,1674,2,42.04
1417573,6974659,16723,4,78.25
1419416,5188760,18832,1,459.58
