product_id,product_name,category,price,stock_quantity,brand
282,Than Director,Beauty,228.82,631,BrandB
284,Bed Up,Electronics,212.94,845,BrandD
286,Garden Song,Toys,171.4,324,BrandA
287,Author Against,Home,214.38,286,BrandC
288,Force Blue,Books,234.4,390,BrandC
289,Usually Stage,Toys,315.06,416,BrandD
292,Staff Daughter,Toys,170.06,271,BrandD
297,Interest Perform,Toys,121.56,943,BrandC
300,Which To,Clothing,68.93,360,BrandA
301,Pressure Sense,Books,84.58,125,BrandC
302,Defense Arm,Beauty,257.37,954,BrandC
308,Line Improve,Toys,374.42,91,BrandA
310,Speak Seem,Clothing,202.21,673,BrandD
313,Individual Outside,Clothing,23.15,873,BrandA
314,Keep Child,Toys,84.51,139,BrandA
316,City Imagine,Electronics,293.07,781,BrandA
318,Strong Action,Books,410.45,440,BrandA
320,Account Course,Beauty,150.98,448,BrandA
321,Technology Nation,Home,97.32,147,BrandC
322,Interesting Can,Home,200.89,512,BrandA
323,Popular Design,Electronics,420.21,295,BrandD
326,Trade Impact,Books,364.93,654,BrandC
328,Record Man,Toys,259.75,116,BrandB
329,But Similar,Books,134.06,269,BrandB
330,Attorney Decade,Toys,72.6,85,BrandD
331,Maybe Sister,Home,24.79,189,BrandC
332,My Call,Beauty,473.24,398,BrandB
335,Film Serious,Toys,97.58,144,BrandA
336,Good Economy,Electronics,399.27,17,BrandB
339,Term Either,Electronics,331.85,87,BrandD
343,Inside Others,Home,190.76,721,BrandD
347,Sing And,Home,336.84,162,BrandB
348,Down Modern,Beauty,471.62,691,BrandC
349,Society Agent,Books,118.82,435,BrandC
354,Candidate Drug,Clothing,361.81,137,BrandB
355,Whatever Year,Home,9.83,641,BrandB
357,Rest Mission,Beauty,398.62,362,BrandC
359,Recent Century,Clothing,486.28,766,BrandB
360,Yard Movement,Clothing,421.14,144,BrandC
363,Rock Next,Toys,453.83,809,BrandC
366,A Though,Beauty,280.49,7,BrandD
368,Cup Successful,Clothing,470.37,634,BrandD
373,Question Difficult,Home,356.32,924,BrandD
374,Much The,Toys,275.32,584,BrandB
375,Billion Certain,Toys,343.28,202,BrandC
377,Travel Chair,Toys,357.78,27,BrandC
380,Medical Several,Home,151.19,697,BrandD
382,Watch Should,Home,63.21,329,BrandB
384,Market Let,Books,18.22,461,BrandD
386,Artist Force,Home,86.06,433,BrandD
390,Task About,Books,369.15,871,BrandB
394,Strategy Defense,Beauty,95.52,926,BrandB
395,Region Short,Clothing,302.21,968,BrandC
400,Ago Provide,Toys,311.63,262,BrandD
402,Phone Important,Clothing,318.74,337,BrandB
404,Second Able,Clothing,128.08,751,BrandB
405,Home Coach,Home,114.73,315,BrandD
406,Glass Huge,Clothing,273.94,931,BrandC
407,Fund Difference,Electronics,332.5,496,BrandA
408,Range Us,Electronics,349.86,73,BrandC
410,Process Administration,Electronics,138.02,556,BrandC
411,Also Who,Electronics,306.75,551,BrandB
413,Author Allow,Clothing,473.71,348,BrandB
414,Worry Soldier,Electronics,205.39,381,BrandD
417,Cultural Fund,Clothing,32.38,858,BrandB
420,I Born,Home,334.47,923,BrandB
421,Very Why,Electronics,499.21,594,BrandC
424,Week Out,Toys,157.34,659,BrandA
425,Office Country,Home,158.09,165,BrandA
427,Fight First,Beauty,192.46,553,BrandA
430,Side Scientist,Clothing,124.73,924,BrandA
435,Outside After,Clothing,102.16,731,BrandD
439,Break Teacher,Electronics,94.33,649,BrandB
440,Back Evening,Electronics,131.2,595,BrandB
444,Safe Until,Electronics,291.21,130,BrandD
445,Member Rather,Electronics,136.6,171,BrandC
448,Develop Republican,Books,75.03,849,BrandD
451,Serious Forward,Books,111.68,47,BrandB
456,State Treatment,Clothing,179.47,768,BrandB
458,Air Traditional,Electronics,169.07,481,BrandB
461,Much Fast,Electronics,450.22,290,BrandC
462,Almost Defense,Books,127.83,242,BrandC
463,Play Sometimes,Toys,225.11,206,BrandD
464,Claim Training,Clothing,444.45,850,BrandC
465,Culture Concern,Beauty,342.2,983,BrandB
469,Beautiful Career,Books,315.37,672,BrandC
470,Require Old,Books,159.17,309,BrandB
471,Action Recent,Books,201.83,863,BrandD
472,House Hundred,Beauty,412.15,747,BrandD
477,Finally Say,Clothing,412.98,50,BrandC
480,Two Radio,Beauty,379.53,686,BrandB
481,These City,Toys,131.05,606,BrandB
482,Every Focus,Clothing,253.16,278,BrandD
483,Myself All,Clothing,180.53,217,BrandB
486,Provide Send,Beauty,294.97,514,BrandC
488,Writer Positive,Electronics,33.43,33,BrandA
489,Strategy Skill,Home,319.04,30,BrandB
490,Pass Such,Toys,327.59,899,BrandB
492,Billion Free,Books,407.19,566,BrandC
497,Ability Generation,Home,107.73,477,BrandC
502,Face Worker,Books,270.39,225,BrandC
503,Such Media,Home,402.76,792,BrandD
506,Often Old,Electronics,19.46,627,BrandB
508,Store Best,Beauty,442.84,535,BrandB
509,Environment Particularly,Toys,49.49,504,BrandD
510,Conference Health,Electronics,181.91,838,BrandC
511,Those Occur,Home,437.5,975,BrandD
514,Foot Pressure,Books,228.8,678,BrandB
515,Decision Turn,Beauty,101.92,230,BrandC
516,Cover While,Home,143.09,587,BrandD
519,Left Technology,Electronics,126.17,604,BrandC
520,Movie Campaign,Electronics,124.66,247,BrandB
521,Guy Star,Books,222.83,816,BrandC
523,Home Senior,Beauty,473.89,88,BrandA
525,Sister It,Electronics,381.23,236,BrandB
528,Especially Threat,Electronics,84.5,106,BrandD
529,Serve Identify,Clothing,449.03,11,BrandB
530,Mr Yard,Books,61.17,276,BrandA
531,Manage Blue,Toys,409.69,700,BrandC
534,Poor Attack,Books,275.12,253,BrandB
540,Science Paper,Home,228.09,366,BrandC
542,Term Detail,Beauty,356.18,391,BrandC
543,Force Research,Electronics,99.42,752,BrandC
546,Fly Challenge,Electronics,196.62,661,BrandB
548,Base Game,Beauty,138.32,964,BrandD
549,If Recently,Electronics,261.26,494,BrandD
553,Draw Class,Beauty,127.95,77,BrandB
556,Quality Play,Electronics,202.93,278,BrandB
558,Same Red,Electronics,19.59,65,BrandA
559,Similar Situation,Toys,373.99,865,BrandC
560,Reality Measure,Books,178.07,955,BrandA
562,Federal Ability,Home,443.63,3,BrandA
566,Identify Long,Electronics,471.61,334,BrandA
568,Figure Data,Clothing,489.11,567,BrandA
570,Today Task,Toys,284.76,356,BrandD
576,With Media,Electronics,232.73,982,BrandD
579,Central Sell,Books,203.42,136,BrandB
580,Mean Church,Clothing,428.75,760,BrandB
582,Type Become,Books,12.57,145,BrandD
585,Line Degree,Toys,107.58,50,BrandA
588,Western Player,Home,217.36,700,BrandB
591,Country Really,Electronics,398.99,906,BrandC
595,Art Support,Electronics,21.92,439,BrandC
596,Change Different,Toys,438.89,609,BrandA
597,To Green,Toys,391.92,10,BrandA
600,Discover Interest,Beauty,104.03,677,BrandB
602,Them Type,Books,482.59,503,BrandA
603,Box Threat,Books,165.16,990,BrandB
605,Glass Financial,Beauty,286.1,537,BrandD
610,Hotel Federal,Home,462.35,716,BrandA
616,Great While,Clothing,28.37,88,BrandA
617,Responsibility Begin,Toys,424.63,780,BrandD
620,Cell Actually,Books,324.61,749,BrandB
624,Relate Pretty,Toys,381.74,597,BrandC
626,Pm Green,Clothing,53.09,919,BrandC
630,Expert Above,Home,11.58,284,BrandA
632,Church Daughter,Home,292.19,896,BrandA
633,Project Without,Electronics,125.17,157,BrandB
634,Theory Specific,Clothing,341.46,185,BrandB
636,Reflect Oil,Beauty,419.08,862,BrandD
639,Into Main,Beauty,403.24,344,BrandB
641,Social Operation,Toys,69.74,893,BrandC
643,Film Dinner,Toys,115.39,802,BrandB
644,These Ask,Toys,59.38,497,BrandD
645,Word Item,Toys,470.83,603,BrandB
647,Control Support,Toys,490.35,455,BrandC
650,Fight Might,Electronics,438.52,895,BrandC
652,Audience Account,Beauty,27.53,765,BrandD
655,Arrive Assume,Beauty,293.56,234,BrandB
660,List Old,Electronics,471.13,594,BrandD
664,Lot Green,Beauty,475.1,846,BrandC
666,Soon Government,Books,40.05,575,BrandB
668,Success Scientist,Electronics,480.18,384,BrandC
671,Word Dinner,Beauty,37.03,718,BrandC
673,Thank Statement,Electronics,185.28,529,BrandB
675,Throughout I,Electronics,127.92,138,BrandD
678,Firm Natural,Toys,475.16,600,BrandA
684,Unit Person,Electronics,152.16,147,BrandD
686,Sit Build,Beauty,90.69,178,BrandC
687,Price Key,Clothing,68.44,299,BrandC
689,Magazine Six,Electronics,93.99,589,BrandA
691,Page State,Toys,102.83,17,BrandD
692,Truth Nothing,Electronics,259.39,772,BrandC
700,Identify Huge,Electronics,371.97,967,BrandC
701,Author Plan,Clothing,226.29,731,BrandD
702,Attack Work,Electronics,449.86,706,BrandC
703,Every Well,Electronics,160.71,808,BrandA
704,Player Find,Electronics,22.6,585,BrandD
705,List Green,Home,195.01,751,BrandD
706,Nor Section,Electronics,43.09,997,BrandA
707,Herself Board,Beauty,232.0,695,BrandD
708,Base Week,Electronics,115.68,505,BrandA
709,Personal Language,Beauty,298.47,119,BrandA
710,Interesting Notice,Toys,379.84,564,BrandB
711,Mind Stay,Books,29.25,884,BrandC
712,Feel With,Books,82.55,114,BrandB
714,Hand Experience,Books,339.81,892,BrandC
717,Hard Discover,Clothing,140.86,792,BrandA
721,Make Again,Electronics,438.12,946,BrandD
724,Focus Real,Books,150.85,767,BrandD
725,Over When,Beauty,332.98,491,BrandA
726,Finally Arm,Clothing,87.32,981,BrandD
727,While Likely,Books,357.63,479,BrandA
732,Adult Rule,Toys,281.89,31,BrandA
733,Cost Cold,Home,167.59,406,BrandC
739,House And,Clothing,430.18,616,BrandC
740,Kitchen Official,Clothing,149.63,462,BrandD
741,Explain More,Electronics,69.33,716,BrandC
742,Animal Responsibility,Home,163.68,182,BrandD
747,Sing Computer,Home,184.2,538,BrandC
748,Local Artist,Home,399.28,848,BrandD
750,Media Consider,Clothing,267.81,547,BrandA
751,Clear Example,Clothing,352.49,493,BrandA
754,Smile Floor,Home,379.33,512,BrandB
756,Daughter Story,Toys,243.78,543,BrandC
757,Official Floor,Books,11.15,882,BrandD
758,Whether Me,Beauty,30.18,965,BrandA
759,Standard Spend,Home,294.8,168,BrandD
761,Gun Force,Home,268.74,895,BrandD
762,Medical State,Toys,274.96,176,BrandC
766,To Allow,Electronics,434.6,807,BrandA
768,Attack Wonder,Toys,276.16,966,BrandB
769,Provide Business,Electronics,357.11,871,BrandB
775,Identify Bit,Electronics,281.57,891,BrandC
777,Short Player,Books,372.57,592,BrandD
779,Book Interest,Electronics,62.24,1000,BrandC
782,Store Source,Books,73.24,80,BrandA
783,Really Open,Clothing,311.98,451,BrandD
785,Son Beautiful,Clothing,129.49,189,BrandA
786,Half Poor,Home,25.99,902,BrandB
790,Good Center,Electronics,286.51,129,BrandC
793,Center Few,Beauty,162.63,162,BrandB
794,Radio Score,Beauty,326.06,784,BrandB
795,Life Also,Clothing,49.01,309,BrandC
796,Professional Produce,Home,395.58,596,BrandD
798,Finally Form,Home,401.79,317,BrandA
801,Different First,Toys,365.0,222,BrandD
806,Themselves Buy,Toys,399.21,518,BrandD
807,Edge Decade,Electronics,120.02,248,BrandB
810,Artist Wonder,Electronics,426.56,973,BrandA
819,Far Financial,Toys,382.26,127,BrandA
820,Light Director,Beauty,163.35,802,BrandD
823,Feeling Remain,Electronics,163.65,140,BrandC
824,War Statement,Electronics,136.58,280,BrandB
825,Can Court,Electronics,458.5,959,BrandA
827,Item Year,Books,57.09,742,BrandC
828,Impact Society,Books,78.39,273,BrandA
829,Measure Sit,Electronics,47.64,246,BrandB
831,Official Turn,Toys,303.18,215,BrandA
833,International Offer,Beauty,490.24,358,BrandC
834,Garden Energy,Beauty,399.11,460,BrandB
838,From Effort,Books,127.66,245,BrandD
842,Event Large,Beauty,484.18,990,BrandA
843,Artist Many,Books,21.02,944,BrandD
845,Room Financial,Toys,391.98,608,BrandA
846,Anyone Small,Home,137.34,82,BrandB
847,Building Fill,Home,218.89,10,BrandA
850,Success City,Clothing,75.47,796,BrandA
852,Traditional Station,Clothing,98.59,376,BrandD
854,Animal Traditional,Clothing,238.57,807,BrandC
855,Picture Machine,Electronics,333.72,606,BrandA
856,Marriage Must,Beauty,66.26,979,BrandB
858,Travel Somebody,Clothing,141.4,740,BrandA
860,Until Machine,Home,359.94,535,BrandB
861,Child Traditional,Toys,349.59,329,BrandB
864,Vote Management,Home,232.79,292,BrandC
865,Seat Suddenly,Home,37.57,355,BrandA
869,Everyone Risk,Beauty,65.39,813,BrandC
870,Protect Its,Toys,98.06,110,BrandA
872,Unit Training,Toys,412.46,472,BrandC
875,Oil Protect,Home,185.47,506,BrandC
876,Benefit Goal,Home,403.45,348,BrandA
877,Popular Least,Electronics,389.68,940,BrandB
878,Change No,Beauty,211.47,490,BrandA
881,Travel Ever,Books,155.27,353,BrandC
883,To President,Clothing,427.75,461,BrandB
884,Heavy Your,Toys,142.67,173,BrandA
887,Money Lead,Books,383.58,805,BrandD
889,Course Here,Clothing,398.42,379,BrandD
892,Program All,Books,276.22,566,BrandB
895,Anyone Another,Clothing,479.96,777,BrandA
896,Today Usually,Books,134.51,45,BrandB
898,Top West,Clothing,493.33,877,BrandD
900,Window In,Beauty,44.9,683,BrandA
901,Pattern Green,Beauty,425.42,38,BrandB
902,Feel Arrive,Home,155.67,44,BrandD
905,Dog Evidence,Beauty,170.09,530,BrandA
911,Family Risk,Beauty,133.53,645,BrandA
918,Although Action,Toys,397.76,517,BrandC
920,Morning Specific,Toys,425.43,971,BrandD
923,Brother Particularly,Toys,250.65,347,BrandA
924,Clearly Ahead,Electronics,55.6,179,BrandA
926,Century Lead,Electronics,347.8,393,BrandA
929,Herself Institution,Home,31.3,306,BrandC
931,Most Set,Beauty,102.62,799,BrandA
933,Loss Staff,Beauty,492.14,424,BrandB
934,Get Media,Toys,220.26,572,BrandA
938,Much Population,Clothing,331.47,968,BrandA
942,Blue Lose,Books,385.21,167,BrandC
944,South Wish,Books,32.63,180,BrandC
945,Wind Suffer,Clothing,356.59,451,BrandC
947,Officer Property,Home,163.87,645,BrandD
948,Their Oil,Home,214.12,857,BrandB
949,Rule Care,Electronics,10.04,890,BrandA
952,Material Development,Beauty,334.57,37,BrandD
954,Else Example,Electronics,252.18,891,BrandD
955,Policy Collection,Books,410.53,992,BrandB
963,Table Which,Toys,425.62,786,BrandB
964,Mean Attention,Beauty,333.72,613,BrandA
968,Class Moment,Home,369.33,549,BrandD
973,Important Sign,Electronics,89.48,608,BrandA
974,Piece Weight,Home,471.69,480,BrandD
978,Lawyer To,Electronics,468.41,874,BrandD
986,New Try,Books,226.39,951,BrandB
987,Hard Seek,Beauty,408.24,636,BrandC
990,Own Choice,Toys,460.0,220,BrandC
993,Drive Mission,Clothing,97.6,56,BrandA
998,Performance Structure,Electronics,127.75,756,BrandD
1004,Score Race,Toys,307.18,768,BrandA
1005,Conference Share,Books,208.02,844,BrandB
1007,Station Music,Books,131.13,951,BrandA
1010,Exist For,Beauty,79.45,664,BrandB
1012,Time Role,Beauty,491.15,201,BrandA
1016,Per Number,Electronics,181.72,84,BrandC
1025,Career Partner,Beauty,295.66,971,BrandB
1026,Go Serve,Clothing,339.14,163,BrandB
1030,Summer Value,Electronics,216.71,586,BrandB
1034,Fear Dinner,Clothing,410.1,73,BrandA
1036,Spring Base,Home,424.7,482,BrandA
1037,That Appear,Electronics,15.97,56,BrandD
1040,Successful Market,Books,60.73,636,BrandB
1041,Room Build,Electronics,476.57,93,BrandD
1042,Laugh International,Clothing,468.48,588,BrandD
1043,Region Single,Books,108.09,301,BrandC
1045,Onto Challenge,Clothing,276.65,527,BrandD
1047,Discuss Explain,Electronics,290.13,34,BrandD
1053,Camera Direction,Toys,473.91,352,BrandC
1054,Together Every,Clothing,19.43,190,BrandD
1055,Again Tell,Home,70.33,155,BrandD
1056,Our Plant,Beauty,409.78,268,BrandB
1057,Trade Doctor,Home,265.36,771,BrandD
1058,Style Approach,Clothing,28.84,71,BrandD
1062,Reduce Three,Books,221.14,700,BrandC
1064,Agent Enjoy,Clothing,221.82,826,BrandB
1065,By Unit,Clothing,174.92,663,BrandC
1066,Plant A,Toys,222.6,203,BrandC
1068,Perhaps Base,Electronics,87.47,921,BrandB
1072,Memory Director,Books,171.27,485,BrandA
1076,As Cup,Beauty,347.45,52,BrandC
1078,Likely Success,Toys,421.06,850,BrandB
1081,Behavior Move,Clothing,308.03,679,BrandA
1083,Office On,Toys,255.23,163,BrandD
1084,Option Many,Toys,292.03,73,BrandD
1085,Table Move,Beauty,499.13,342,BrandD
1089,Apply Question,Clothing,42.2,57,BrandA
1093,Ask Production,Toys,418.81,353,BrandB
1094,Region Amount,Clothing,498.06,555,BrandC
1095,Available Everybody,Home,169.34,648,BrandC
1096,Note Standard,Books,38.06,981,BrandB
1098,Boy It,Toys,487.09,380,BrandC
1100,Expect Itself,Electronics,253.84,214,BrandC
1102,Available Man,Clothing,401.34,653,BrandB
1104,Very Because,Clothing,190.56,110,BrandB
1107,Seem Step,Books,71.12,631,BrandB
1108,Magazine Not,Books,153.62,454,BrandB
1109,Later Fear,Clothing,343.8,530,BrandA
1110,Employee Care,Electronics,65.21,773,BrandC
1111,Account World,Beauty,435.65,29,BrandA
1112,Identify Work,Electronics,256.92,229,BrandD
1114,Catch Per,Home,426.23,748,BrandD
1115,Write Explain,Clothing,321.14,604,BrandB
1118,Pick Call,Books,8.46,534,BrandA
1120,Wonder Break,Clothing,456.58,820,BrandB
1124,Environment Often,Clothing,214.91,155,BrandA
1125,Girl Both,Toys,68.63,183,BrandD
1127,Team Race,Home,202.19,215,BrandD
1128,Choice Race,Electronics,271.95,869,BrandA
1130,Speech Fear,Beauty,47.19,60,BrandB
1131,Answer Accept,Electronics,11.2,58,BrandC
1133,Huge City,Home,231.6,300,BrandB
1134,Short May,Clothing,203.52,611,BrandA
1136,Front Until,Books,498.04,339,BrandD
1137,Off Tough,Books,471.01,605,BrandB
1140,Put Production,Home,388.61,355,BrandC
1143,Which Whatever,Electronics,19.87,174,BrandA
1144,Argue They,Home,307.2,994,BrandB
1146,Necessary Institution,Books,151.64,69,BrandD
1147,Simple City,Clothing,414.77,325,BrandA
1148,Painting Continue,Electronics,371.08,41,BrandB
1149,Eat Include,Beauty,30.17,392,BrandD
1151,Top Music,Beauty,432.13,339,BrandD
1154,Either His,Clothing,273.23,241,BrandC
1156,Think Federal,Clothing,186.11,135,BrandC
1158,Individual Politics,Clothing,123.52,648,BrandA
1160,Inside Interesting,Beauty,227.08,272,BrandA
1161,Black Imagine,Electronics,303.6,739,BrandC
1162,Director Week,Toys,94.71,742,BrandA
1163,Memory City,Electronics,152.08,191,BrandC
1165,Trouble Step,Beauty,420.58,788,BrandC
1167,Compare Seven,Beauty,245.91,495,BrandA
1168,Push Investment,Home,319.69,418,BrandD
1169,Result Of,Books,220.56,568,BrandD
1170,Surface Institution,Books,326.11,93,BrandD
1171,Too See,Home,53.5,446,BrandC
1174,Leader Network,Home,444.46,656,BrandA
1175,Front Behind,Electronics,100.24,256,BrandA
1179,Teacher Past,Toys,180.47,201,BrandA
1180,Quality Everything,Toys,94.31,182,BrandC
1187,Play Myself,Beauty,228.15,670,BrandB
1189,Near Address,Electronics,213.45,108,BrandA
1192,Opportunity Successful,Clothing,411.2,414,BrandC
1195,Republican Green,Electronics,391.15,469,BrandB
1196,Window Attention,Toys,131.19,753,BrandB
1201,Miss Director,Clothing,378.54,895,BrandC
1202,Enjoy Standard,Clothing,434.47,294,BrandA
1203,Behind Every,Books,474.6,559,BrandD
1205,Feel Travel,Beauty,220.1,42,BrandB
1206,Type Goal,Electronics,268.78,406,BrandA
1207,House Factor,Home,181.34,115,BrandA
1213,Product Detail,Beauty,381.25,39,BrandC
1214,Upon Them,Clothing,36.29,269,BrandA
1215,Check Receive,Home,137.17,690,BrandA
1216,East Floor,Clothing,358.34,988,BrandA
1218,Personal Bad,Home,417.01,461,BrandD
1222,Later Series,Clothing,350.79,859,BrandA
1226,Difference Success,Books,277.49,794,BrandD
1227,Student By,Electronics,52.07,512,BrandB
1228,Pay Resource,Toys,26.17,267,BrandB
1231,Sister Avoid,Electronics,392.01,294,BrandD
1233,Family Everybody,Electronics,359.7,372,BrandB
1237,Drive Allow,Electronics,54.93,277,BrandB
1238,Quite Eight,Electronics,294.59,533,BrandA
1239,Quality Black,Beauty,113.03,487,BrandB
1247,Program Month,Electronics,499.24,907,BrandC
1249,Name Receive,Toys,414.34,737,BrandB
1254,Quickly Class,Books,497.36,559,BrandC
1257,Arrive Section,Toys,347.57,153,BrandD
1258,Discussion Support,Electronics,121.16,611,BrandC
1260,Set Wear,Clothing,27.88,383,BrandB
1261,Poor Matter,Beauty,401.41,172,BrandC
1265,Executive Nature,Electronics,46.09,20,BrandC
1269,Mouth Stuff,Books,171.54,874,BrandD
1272,Man Beat,Electronics,50.18,877,BrandB
1273,Low Now,Beauty,425.22,502,BrandD
1274,Decade Threat,Toys,485.51,479,BrandD
1276,Participant Style,Toys,69.64,583,BrandB
1277,Friend Surface,Home,450.75,438,BrandA
1278,Never Require,Toys,174.69,701,BrandB
1281,Consumer Management,Books,100.74,816,BrandB
1282,Throw Leader,Clothing,33.63,955,BrandC
1283,Society Hard,Toys,53.79,754,BrandA
1285,Hotel Along,Home,354.71,940,BrandB
1286,Truth Think,Toys,48.98,95,BrandC
1291,Exist Situation,Electronics,352.74,201,BrandA
1292,Tax Total,Books,6.31,245,BrandA
1294,Everybody Hear,Electronics,214.45,315,BrandC
1295,Real Education,Electronics,158.2,753,BrandD
1296,Exactly Theory,Home,389.43,754,BrandA
1298,Experience According,Home,351.47,76,BrandA
1301,Large Church,Home,436.75,646,BrandB
1304,East Movie,Toys,211.34,242,BrandA
1305,Parent Decide,Toys,279.63,728,BrandD
